ogc_fid,id,gridcode,wkb_geometry,climatecode
1637,1637,12,0103000020E6100000010000008A0000000000000000002D4000000000000000000000000000002D40000000000000F03F0000000000002C40000000000000F03F0000000000002C40000000000000F83F0000000000002A40000000000000F83F0000000000002A400000000000000040000000000000284000000000000000400000000000002840000000000000F83F0000000000002640000000000000F83F0000000000002640000000000000F03F0000000000002540000000000000F03F0000000000002540000000000000E03F0000000000002440000000000000E03F00000000000024400000000000000000000000000000224000000000000000000000000000002240000000000000F03F0000000000002340000000000000F03F0000000000002340000000000000F83F0000000000002340000000000000004000000000000025400000000000000040000000000000254000000000000008400000000000002440000000000000084000000000000024400000000000000C4000000000000023400000000000000C4000000000000022400000000000000C400000000000002240000000000000104000000000000021400000000000001040000000000000214000000000000012400000000000001E40000000000000124000000000000016400000000000001240000000000000144000000000000012400000000000001440000000000000164000000000000012400000000000001640000000000000124000000000000018400000000000002440000000000000184000000000000024400000000000001640000000000000254000000000000016400000000000002540000000000000124000000000000026400000000000001240000000000000264000000000000010400000000000002740000000000000104000000000000027400000000000000C4000000000000029400000000000000C40000000000000294000000000000008400000000000002A4000000000000008400000000000002A400000000000000C400000000000002C400000000000000C400000000000002C4000000000000008400000000000803140000000000000084000000000008031400000000000000C4000000000000033400000000000000C4000000000000033400000000000001040000000000000344000000000000010400000000000003440000000000000124000000000000036400000000000001240000000000000364000000000000010400000000000003740000000000000104000000000000037400000000000001240000000000080374000000000000012400000000000803740000000000000104000000000000038400000000000001040000000000000384000000000000012400000000000803A4000000000000012400000000000803A4000000000000010400000000000803B4000000000000010400000000000803B400000000000000C400000000000803D400000000000000C400000000000803D4000000000000008400000000000003E4000000000000008400000000000003E4000000000000004400000000000803E4000000000000004400000000000803E4000000000000000400000000000803E40000000000000E03F0000000000003E40000000000000E03F0000000000003E40000000000000F83F0000000000803D40000000000000F83F0000000000803D4000000000000000400000000000003D4000000000000000400000000000003D4000000000000004400000000000803C4000000000000004400000000000803C4000000000000000400000000000003B4000000000000000400000000000003B400000000000000440000000000000394000000000000004400000000000003940000000000000004000000000008038400000000000000040000000000080384000000000000004400000000000803240000000000000044000000000008032400000000000000040000000000080304000000000000000400000000000803040000000000000F83F0000000000002E40000000000000F83F0000000000002E40000000000000F03F0000000000002F40000000000000F03F0000000000002F40000000000000E03F0000000000803040000000000000E03F00000000008030400000000000000000000000000080314000000000000000000000000000803140000000000000E0BF0000000000003240000000000000E0BF0000000000003240000000000000F0BF0000000000003340000000000000F0BF0000000000003340000000000000F8BF0000000000803340000000000000F8BF000000000080334000000000000000C0000000000080344000000000000000C0000000000080344000000000000004C0000000000000394000000000000004C0000000000000394000000000000000C00000000000803B4000000000000000C00000000000803B40000000000000F8BF0000000000803C40000000000000F8BF0000000000803C4000000000000000C00000000000003C4000000000000000C00000000000003C4000000000000004C00000000000003B4000000000000004C00000000000003B4000000000000008C0000000000080394000000000000008C000000000008039400000000000000CC000000000000038400000000000000CC0000000000000384000000000000010C0000000000080354000000000000010C000000000008035400000000000000CC000000000000034400000000000000CC0000000000000344000000000000008C0000000000080334000000000000008C0000000000080334000000000000004C0000000000000334000000000000004C0000000000000334000000000000000C0000000000080324000000000000000C00000000000803240000000000000F8BF0000000000803140000000000000F8BF0000000000803140000000000000F0BF0000000000803040000000000000F0BF0000000000803040000000000000E0BF0000000000003040000000000000E0BF000000000000304000000000000000000000000000002D400000000000000000,Am
1647,1647,12,0103000020E610000001000000050000000000000000805A4000000000000014C00000000000205A4000000000000014C00000000000205A4000000000000012C00000000000805A4000000000000012C00000000000805A4000000000000014C0,Am
1636,1636,13,0103000020E6100000010000000D00000000000000000043C000000000000010C00000000000C043C000000000000010C00000000000C043C00000000000000CC000000000000044C00000000000000CC000000000000044C000000000000008C000000000004044C000000000000008C000000000004044C000000000000004C00000000000C043C000000000000004C00000000000C043C000000000000008C000000000008043C000000000000008C000000000008043C00000000000000CC000000000000043C00000000000000CC000000000000043C000000000000010C0,As
1652,1652,13,0103000020E6100000010000000C00000000000000000043C000000000000016C000000000004043C000000000000016C000000000004043C000000000000012C000000000000043C000000000000012C000000000000043C000000000000010C00000000000C042C000000000000010C00000000000C042C000000000000012C000000000008042C000000000000012C000000000008042C000000000000014C00000000000C042C000000000000014C00000000000C042C000000000000016C000000000000043C000000000000016C0,As
1653,1653,13,0103000020E6100000010000001A00000000000000008043400000000000000CC0000000000080434000000000000008C00000000000C0434000000000000008C00000000000C0434000000000000004C0000000000000444000000000000004C00000000000004440000000000000F8BF0000000000804440000000000000F8BF0000000000804440000000000000F0BF0000000000004540000000000000F0BF000000000000454000000000000000C00000000000C0444000000000000000C00000000000C0444000000000000004C0000000000080444000000000000004C0000000000080444000000000000008C0000000000040444000000000000008C000000000004044400000000000000CC000000000000044400000000000000CC0000000000000444000000000000012C00000000000C0434000000000000012C00000000000C0434000000000000014C0000000000080434000000000000014C0000000000080434000000000000016C0000000000040434000000000000016C0000000000040434000000000000012C0000000000080434000000000000012C000000000008043400000000000000CC0,As
1635,1635,14,0103000020E6100000010000000D0000000000000000E053C000000000000010C000000000000054C000000000000010C000000000000054C000000000000004C000000000002054C000000000000004C000000000002054C0000000000000F0BF00000000002054C0000000000000E0BF00000000002054C0000000000000F03F00000000000054C0000000000000F03F00000000000054C0000000000000E0BF0000000000E053C0000000000000E0BF0000000000E053C0000000000000F0BF0000000000E053C000000000000004C00000000000E053C000000000000010C0,Aw
1651,1651,14,0103000020E6100000010000000900000000000000004043C000000000000016C000000000008043C000000000000016C000000000008043C000000000000014C00000000000C043C000000000000014C00000000000C043C000000000000010C000000000000043C000000000000010C000000000000043C000000000000012C000000000004043C000000000000012C000000000004043C000000000000016C0,Aw
1655,1655,14,0103000020E610000001000000090000000000000000A053C000000000000018C00000000000C053C000000000000018C00000000000C053C000000000000016C00000000000C053C000000000000010C00000000000A053C000000000000010C00000000000A053C000000000000016C000000000008053C000000000000016C000000000008053C000000000000018C00000000000A053C000000000000018C0,Aw
1657,1657,14,0103000020E6100000010000000500000000000000000043C000000000000018C000000000004043C000000000000018C000000000004043C000000000000016C000000000000043C000000000000016C000000000000043C000000000000018C0,Aw
1537,1537,11,0103000020E610000001000000050000000000000000E058400000000000001C400000000000C058400000000000001C400000000000C058400000000000001E400000000000E058400000000000001E400000000000E058400000000000001C40,Af
1640,1640,27,0103000020E61000000100000005000000000000000080414000000000000010C0000000000040414000000000000010C000000000004041400000000000000CC000000000008041400000000000000CC0000000000080414000000000000010C0,BSh
1642,1642,27,0103000020E6100000010000000D0000000000000000E053C000000000000012C000000000000054C000000000000012C000000000002054C000000000000012C000000000002054C00000000000000CC000000000002054C000000000000008C000000000004054C000000000000008C000000000004054C0000000000000F0BF00000000002054C0000000000000F0BF00000000002054C000000000000004C000000000000054C000000000000004C000000000000054C000000000000010C00000000000E053C000000000000010C00000000000E053C000000000000012C0,BSh
1649,1649,27,0103000020E610000001000000050000000000000000E053C000000000000016C000000000000054C000000000000016C000000000000054C000000000000014C00000000000E053C000000000000014C00000000000E053C000000000000016C0,BSh
1656,1656,27,0103000020E6100000010000000500000000000000004043C000000000000018C000000000008043C000000000000018C000000000008043C000000000000016C000000000004043C000000000000016C000000000004043C000000000000018C0,BSh
1658,1658,27,0103000020E61000000100000005000000000000000000284000000000000018C0000000000000284000000000000016C0000000000000294000000000000016C0000000000000294000000000000018C0000000000000284000000000000018C0,BSh
1650,1650,32,0103000020E610000001000000150000000000000000C053C000000000000016C00000000000E053C000000000000016C00000000000E053C000000000000014C00000000000E053C000000000000012C00000000000E053C000000000000010C00000000000E053C000000000000004C00000000000C053C000000000000004C00000000000C053C0000000000000F0BF0000000000C053C000000000000000000000000000A053C0000000000000000000000000008053C0000000000000000000000000008053C0000000000000E03F00000000006053C0000000000000E03F00000000006053C0000000000000E0BF00000000008053C0000000000000E0BF00000000008053C000000000000004C00000000000A053C000000000000004C00000000000A053C00000000000000CC00000000000C053C00000000000000CC00000000000C053C000000000000010C00000000000C053C000000000000016C0,Cfb
1686,1686,37,0103000020E61000000100000005000000000000000000424000000000000020C00000000000C0414000000000000020C00000000000C041400000000000001EC000000000000042400000000000001EC0000000000000424000000000000020C0,Cwa
1684,1684,38,0103000020E610000001000000050000000000000000803F4000000000000020C00000000000003F4000000000000020C00000000000003F400000000000001EC00000000000803F400000000000001EC00000000000803F4000000000000020C0,Cwb
11,11,62,0103000020E610000001000000150000000000000000C04E4000000000000054400000000000C04B4000000000000054400000000000C04B4000000000002054400000000000404B4000000000002054400000000000404B4000000000006054400000000000804B4000000000006054400000000000804B4000000000004054400000000000C04B4000000000004054400000000000C04B4000000000006054400000000000404D4000000000006054400000000000404D4000000000004054400000000000404E4000000000004054400000000000404E4000000000006054400000000000C04E4000000000006054400000000000C04E400000000000405440000000000000504000000000004054400000000000005040000000000060544000000000006050400000000000605440000000000060504000000000002054400000000000C04E4000000000002054400000000000C04E400000000000005440,ET
15,15,62,0103000020E6100000010000000D0000000000000000405AC000000000008053400000000000405AC00000000000C053400000000000805AC00000000000C053400000000000805AC00000000000E053400000000000A059C00000000000E053400000000000A059C00000000000C053400000000000E058C00000000000C053400000000000E058C00000000000A053400000000000C058C00000000000A053400000000000C058C000000000006053400000000000A059C000000000006053400000000000A059C000000000008053400000000000405AC00000000000805340,ET
16,16,62,0103000020E610000001000000270000000000000000405A4000000000006053400000000000205A4000000000006053400000000000205A4000000000008053400000000000005A4000000000008053400000000000005A4000000000006053400000000000C0594000000000006053400000000000C05940000000000080534000000000002059400000000000805340000000000020594000000000006053400000000000E0584000000000006053400000000000E058400000000000A0534000000000004058400000000000A0534000000000004058400000000000C0534000000000006057400000000000C0534000000000006057400000000000E053400000000000C056400000000000E053400000000000C0564000000000000054400000000000E0564000000000000054400000000000E056400000000000205440000000000020574000000000002054400000000000205740000000000040544000000000008057400000000000405440000000000080574000000000006054400000000000205840000000000060544000000000002058400000000000405440000000000060584000000000004054400000000000605840000000000020544000000000008058400000000000205440000000000080584000000000000054400000000000005940000000000000544000000000000059400000000000C0534000000000004059400000000000C0534000000000004059400000000000E053400000000000005A400000000000E053400000000000005A400000000000C053400000000000605A400000000000C053400000000000605A4000000000008053400000000000405A4000000000008053400000000000405A400000000000605340,ET
